"Marital.status","Application.mode","Application.order","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Unemployment.rate","Inflation.rate","GDP","Target"
"single","traditional","1","1","secondary",136,"secondary","bachelors or higher","group9","group5",137.1,"0","0","0","1","1","0",20,"0",12.7,3.7,-1.7,"1"
"single","traditional","3","1","secondary",157,"bachelors or higher","secondary","group9","group6",138.1,"1","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"legally separated","non-traditional","1","1","secondary",160,"less than secondary","bachelors or higher","group9","group2",130,"0","0","0","1","0","0",25,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",116,"less than secondary","less than secondary","group9","group6",109.7,"1","0","0","1","0","0",22,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","0","secondary",113,"less than secondary","less than secondary","student","group6",128.2,"0","0","0","0","0","0",41,"0",9.4,-0.8,-3.12,"1"
"single","traditional","2","1","secondary",130,"less than secondary","less than secondary","group7","group9",117.8,"0","0","1","1","0","1",19,"0",12.7,3.7,-1.7,"1"
"single","non-traditional","1","1","secondary",150,"bachelors or higher","bachelors or higher","group3","group4",150,"1","0","0","1","0","0",21,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","secondary",110,"secondary","secondary","group5","group5",160,"1","0","1","1","0","0",30,"0",13.9,-0.3,0.79,"1"
"single","traditional","5","1","secondary",101,"less than secondary","less than secondary","group9","group9",104.5,"1","0","0","1","0","1",21,"0",11.1,0.6,2.02,"0"
"married","non-traditional","2","1","secondary",110,"less than secondary","less than secondary","group9","group9",112.8,"0","0","0","1","0","1",26,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",133.1,"secondary","secondary","group9","group4",100,"0","0","0","1","0","0",21,"1",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",138,"secondary","secondary","group3","group4",132.5,"1","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","traditional","4","1","secondary",138,"bachelors or higher","secondary","group1","group4",123.3,"1","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",141,"secondary","less than secondary","group9","group8",128.9,"1","0","0","1","0","1",18,"0",8.9,1.4,3.51,"0"
"single","traditional","2","1","secondary",129,"bachelors or higher","bachelors or higher","group2","group2",128.3,"1","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","secondary",127,"bachelors or higher","bachelors or higher","group2","group5",100,"0","0","0","1","0","0",21,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",133,"less than secondary","secondary","group9","group3",120.1,"1","0","0","1","0","1",18,"0",13.9,-0.3,0.79,"1"
"single","non-traditional","1","1","secondary",100,"less than secondary","less than secondary","group7","group7",160,"1","0","0","1","0","1",24,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",138,"bachelors or higher","bachelors or higher","group2","group2",123,"1","0","0","1","0","0",21,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","specialized",150,"less than secondary","less than secondary","group9","group9",150,"1","0","0","1","0","0",23,"0",16.2,0.3,-0.92,"0"
"single","traditional","2","1","secondary",129,"less than secondary","less than secondary","group5","group7",124,"1","0","0","1","0","1",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",130,"bachelors or higher","secondary","group2","group9",120,"0","0","0","0","0","0",26,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",133,"less than secondary","less than secondary","group5","group8",120.4,"1","0","0","1","0","0",20,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",133,"bachelors or higher","secondary","group5","group5",131.6,"0","0","0","1","0","0",18,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",107,"bachelors or higher","less than secondary","group3","group10",104.2,"1","0","0","1","0","0",20,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",131,"less than secondary","less than secondary","group4","group4",122,"1","0","0","1","0","0",20,"0",12.7,3.7,-1.7,"0"
"single","traditional","2","1","secondary",118,"secondary","less than secondary","group4","group10",110.7,"1","1","0","1","0","0",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","4","1","secondary",136,"secondary","less than secondary","group9","group10",121.7,"1","0","0","1","0","1",22,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",125,"less than secondary","less than secondary","group9","group9",126,"1","0","1","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","traditional","4","1","secondary",137,"secondary","less than secondary","group9","group9",128.4,"1","0","0","1","0","1",19,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",144,"bachelors or higher","secondary","group2","group4",134.9,"1","0","1","1","0","0",18,"0",15.5,2.8,-4.06,"1"
"single","traditional","2","1","secondary",146,"less than secondary","less than secondary","group6","group6",143.9,"0","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","4","1","secondary",145,"less than secondary","secondary","group9","group9",145,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",126,"less than secondary","less than secondary","group9","group9",132,"1","0","0","1","0","1",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","0","secondary",141,"unknown","unknown","student","student",136.1,"0","0","0","1","0","0",24,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",141,"less than secondary","less than secondary","group4","group4",138.9,"0","0","0","1","0","0",21,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",133.1,"secondary","secondary","group3","group3",102,"1","0","0","1","0","1",20,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group4","group7",123,"0","0","1","0","0","1",28,"0",13.9,-0.3,0.79,"1"
"single","traditional","2","1","secondary",127,"less than secondary","less than secondary","group9","group8",137.5,"1","0","0","1","0","0",21,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",106,"less than secondary","less than secondary","group9","group6",102.2,"1","0","1","1","1","0",20,"0",11.1,0.6,2.02,"0"
"single","non-traditional","1","1","secondary",130,"bachelors or higher","bachelors or higher","group2","group6",105.3,"0","0","0","0","1","0",36,"0",16.2,0.3,-0.92,"1"
"married","non-traditional","1","0","secondary",110,"less than secondary","less than secondary","group9","group9",130,"0","0","0","0","1","0",42,"0",12.7,3.7,-1.7,"1"
"married","non-traditional","1","0","secondary",150,"less than secondary","less than secondary","group9","group7",122.5,"0","0","0","1","1","0",47,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","secondary",160,"secondary","less than secondary","group4","group7",112,"0","0","0","0","1","0",25,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","less than secondary",170,"secondary","less than secondary","group3","group5",110,"0","0","0","1","1","1",25,"0",15.5,2.8,-4.06,"0"
"married","non-traditional","1","0","less than secondary",133.1,"less than secondary","less than secondary","group6","group8",149.5,"0","0","0","1","1","0",48,"0",12.4,0.5,1.79,"1"
"single","non-traditional","1","0","secondary",120,"less than secondary","less than secondary","group9","group7",141,"0","0","0","1","1","1",32,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","0","bachelors or higher",130,"less than secondary","less than secondary","group9","group7",130,"0","0","0","1","1","0",38,"0",8.9,1.4,3.51,"1"
"single","non-traditional","1","1","bachelors or higher",130,"less than secondary","less than secondary","group5","group5",130,"0","0","0","1","1","0",37,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","2","1","secondary",120,"less than secondary","less than secondary","group9","group9",104,"0","0","0","0","1","0",26,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","specialized",110,"bachelors or higher","bachelors or higher","group2","group2",110,"0","0","0","1","1","0",23,"0",13.9,-0.3,0.79,"1"
"single","non-traditional","1","1","specialized",120,"less than secondary","less than secondary","group3","group5",120,"0","0","0","1","1","0",23,"0",15.5,2.8,-4.06,"0"
"single","non-traditional","1","1","specialized",130,"bachelors or higher","bachelors or higher","group9","group6",130,"0","0","0","1","1","0",20,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","bachelors or higher",150,"bachelors or higher","less than secondary","group3","group7",127,"1","0","0","1","1","0",26,"0",11.1,0.6,2.02,"1"
"single","non-traditional","1","0","secondary",120,"less than secondary","less than secondary","group9","group5",100,"0","0","0","1","0","0",45,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","0","less than secondary",100,"less than secondary","less than secondary","group5","group5",111,"1","0","0","1","0","1",26,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","0","bachelors or higher",133.1,"less than secondary","less than secondary","other situation","other situation",130,"0","0","0","1","0","0",26,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","0","secondary",130,"less than secondary","less than secondary","group9","group9",130.1,"0","0","0","1","0","0",25,"0",10.8,1.4,1.74,"0"
"single","traditional","4","1","secondary",145,"secondary","secondary","group4","group4",127.5,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","bachelors or higher",130,"less than secondary","less than secondary","group7","group7",130,"1","0","0","1","0","0",27,"0",12.7,3.7,-1.7,"0"
"legally separated","traditional","3","0","secondary",115,"less than secondary","secondary","group5","other situation",115,"0","0","0","0","0","0",24,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",124,"less than secondary","less than secondary","group6","group10",126.8,"1","0","0","1","0","0",20,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",124,"secondary","less than secondary","group9","group8",116.7,"1","0","0","1","0","1",18,"0",15.5,2.8,-4.06,"1"
"single","traditional","6","1","secondary",134,"less than secondary","less than secondary","group7","group7",128.5,"1","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","4","1","secondary",137,"less than secondary","less than secondary","group9","group9",127.5,"1","0","0","1","0","0",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",124,"less than secondary","less than secondary","group3","group8",117.5,"1","0","0","1","1","0",19,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","3","1","secondary",136,"secondary","secondary","group4","group4",148.8,"1","0","0","1","0","1",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","4","1","secondary",126,"less than secondary","secondary","group5","group10",120.2,"0","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","traditional","4","1","secondary",142,"less than secondary","less than secondary","group9","group5",127.3,"1","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",141,"less than secondary","less than secondary","group9","group9",136.1,"1","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","2","1","secondary",129,"bachelors or higher","bachelors or higher","group5","group5",122.4,"1","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","0","1","bachelors or higher",130,"secondary","less than secondary","group4","group9",130,"1","0","0","1","0","0",23,"0",15.5,2.8,-4.06,"0"
"single","traditional","2","1","secondary",136,"less than secondary","less than secondary","group4","group7",121.7,"1","0","0","1","0","1",21,"0",13.9,-0.3,0.79,"0"
"single","traditional","3","1","secondary",137,"less than secondary","less than secondary","group5","group7",122.7,"1","0","0","1","0","1",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",125,"unknown","less than secondary","group9","group9",129.2,"1","0","1","0","0","0",20,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","secondary",119,"less than secondary","less than secondary","group5","group5",105,"1","0","0","1","0","0",23,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",132,"less than secondary","less than secondary","group9","group7",129.9,"1","0","0","1","0","0",20,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",152,"less than secondary","less than secondary","group5","group7",136.3,"0","0","0","1","0","1",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","0","secondary",125,"less than secondary","less than secondary","group9","group7",114.9,"0","0","0","1","0","0",29,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","less than secondary",133.1,"less than secondary","secondary","group5","group4",102,"1","0","0","1","1","0",28,"0",7.6,2.6,0.32,"1"
"single","traditional","3","1","secondary",120,"less than secondary","less than secondary","group7","group7",111.3,"1","0","0","1","1","0",19,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","secondary",148,"less than secondary","less than secondary","group7","group7",130.9,"0","0","1","0","1","0",24,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group7",100,"0","0","1","1","1","1",33,"0",15.5,2.8,-4.06,"1"
"single","traditional","1","1","secondary",115,"less than secondary","less than secondary","group5","group7",112.9,"1","0","0","0","1","0",19,"0",9.4,-0.8,-3.12,"1"
"single","traditional","1","1","secondary",120,"less than secondary","less than secondary","group9","group3",112.7,"0","0","0","1","1","0",19,"0",11.1,0.6,2.02,"0"
"legally separated","non-traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group7","group7",143,"0","0","0","1","1","0",37,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",168,"less than secondary","less than secondary","group9","group8",155.1,"1","0","1","0","1","1",18,"0",12.7,3.7,-1.7,"0"
"legally separated","non-traditional","1","0","secondary",130,"less than secondary","less than secondary","group9","group9",127.6,"0","0","0","1","1","0",29,"0",7.6,2.6,0.32,"0"
"married","non-traditional","1","1","less than secondary",133.1,"less than secondary","less than secondary","group9","group3",146.6,"0","0","0","1","1","0",37,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","secondary",137,"less than secondary","less than secondary","group9","group9",141,"0","0","0","1","1","0",36,"0",12.4,0.5,1.79,"1"
"single","traditional","2","1","secondary",123,"secondary","less than secondary","group7","group7",120.6,"1","0","0","1","1","0",19,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",150,"less than secondary","secondary","group9","group3",110,"1","0","0","1","1","1",33,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","secondary",120,"secondary","secondary","group5","group7",108.6,"0","0","0","0","1","0",34,"0",15.5,2.8,-4.06,"1"
